all_ids,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0x40b8a54326e0ba8e4e7bb9ea6681da0268a9766f,0,0,0,0,0,0,0,302.242,319.901,231.94,303.594,267.041
0x40bd1992f3159c551764e1f0fd74b85842e8e936,0,0,0,0,0,0,0,0,339.608,334.852,590.472,550.902
0x40cf57115083835170f8cceb2eaf499fb656f909,0,0,0,0,0,0,0,721.764,598.3,600.605,654.211,581.454
0x4128e86927a5e69f8fc5f4d83de6276af1cafcf4,0,0,0,0,0,0,0,0,0,192.249,244.69299999999998,188.92000000000002
0x4136b9e7cc577a13320844e14c3c84d02e55e454,0,0,0,0,0,0,0,212.724,237.961,174.273,436.459,477.434
0x415aeccff1b3b8396914e6add8d7f28b3935b0dc,0,664.08,647.967,608.362,404.718,446.199,473.21500000000003,622.864,487.478,469.744,672.94,556.663
0x415ff17fb86cc229d61859d3f1afc90b2788039c,0,0,0,0,0,0,130.201,135.359,116.395,129.256,156.837,108.465
0x417c9db4b61dca1291017968c58605f3e44a222c,0,0,0,0,0,0,0,0,0,215.11100000000002,236.461,232.734
0x41a94f39829967a79909179d86cd02c18e1ab793,0,0,0,0,52.036,61.076,52.693,49.012,55.942,50.980000000000004,55.625,52.038000000000004
0x41bc0be24aeed635171f93327db531dc991935c5,0,0,517.961,406.425,248.868,197.293,184.689,217.791,254.477,350.952,523.56,440.792
0x41d66a2fd79e73bceefc597d54d53f1d5b90be4a,0,0,0,0,0,232.893,193.049,182.88400000000001,199.094,189.933,469.043,488.14
0x41fe86582f0d54ac06b4b4879cb3fafb562a2551,0,0,0,0,0,0,0,0,0,0,0,102.302
0x4213e2db20654c54ab635dbd49cfb2d5f5b72016,0,439.56,461.208,421.456,345.33,306.116,291.252,262.55,268.376,273.759,360.956,266.785
0x421a976d86c9ad0b4151e3f0cd0e0d9ffe22bb25,0,0,0,0,0,0,0,0,0,0,211.477,192.604
0x423fa805ddb0cba9bdb4460f9a78540287eefd0e,0,0,0,0,0,0,0,0,0,0,3.913,0.279
0x42455cb9810a022a22120fc6a68016743cfc1e18,0,0,0,250.614,194.17000000000002,204.526,220.299,203.45000000000002,152.943,222.551,251.855,238.123
0x42519ee6edb0e52506f96f9d91222490b0abf9fb,0,201.506,210.12,206.606,173.996,192.802,197.735,197.125,154.078,165.563,200.484,160.683
0x425d5579154de25542f5c72b1599c886e3cce876,0,0,0,0,0,0,0,0,0,127.055,210.994,148.04500000000002
0x429cde8539923cd285bac6965e8a6acae04ab888,0,0,0,0,0,499.016,541.225,590.703,539.842,510.661,909.53,746.803
0x429e76a41f3141d9e62c4975e6b5df303cb45e64,0,390.735,464.559,407.4495,485.776,436.95550000000003,475.025,503.7025,467.486,473.5095,19.287,472.729
0x42ee131b014fab7f8dd6bfa5ff7467a69b84f148,0,0,0,0,0,216.50300000000001,223.81900000000002,223.361,189.606,189.072,227.418,201.744
0x42f326d3620ee50bf001051c7d3b10b94b933b12,0,0,0,0,0,307.661,310.672,318.173,294.416,165.365,553.479,509.283
0x42f70879b10aa947bf923fbf560a0b3484f02e7d,0,430.694,443.455,388.994,336.148,381.636,385.534,387.39,292.011,346.434,474.763,395.109
0x4336d5daa82d8b8aa5f8aba1f67d567f953818fd,0,0,348.334,229.62,107.985,115.733,156.911,154.279,141.93,238.965,491.036,460.15500000000003
0x433babb3ec71d3554a475118b01c5f3dcbf4a21c,0,0,0,262.255,211.654,270.734,295.387,291.025,251.232,263.002,307.668,261.608
0x43436b603b7e04d8a1650cbff6c63094787a43f9,0,0,0,177.848,142.465,184.175,185.087,173.529,147.839,155.087,209.237,203.478
0x43949fbbcd283b578d38c52f2fac580b34f444f7,0,731.398,638.135,591.235,413.75100000000003,271.812,223.881,342.70300000000003,442.75,463.798,794.115,701.937
0x439eba29f4719dbdcb26575e46405b17050d2e20,0,463.935,456.083,355.386,310.223,370.451,292.3,345.403,409.051,415.389,515.986,411.174
0x43aa0e6b7e19939286c78f36070a59902f35b8ba,0,0,0,0,0,0,0,0,169.204,170.023,213.871,172.694
0x43b1b6b6cef48b52f0670b3cf7e4a4b72df121aa,0,0,0,272.31,207.442,110.152,167.468,92.248,67.912,114.45,110.212,123.09
0x43d6497a2cc16fa61d18c393f697352bb4b41964,0,2100.977,2191.78,2066.026,1534.222,1088.294,826.634,1005.009,959.875,1008.36,1900.732,1753.554
0x43da8ee151827905bdcedfe1dc6fe7cf466e1f01,0,0,0,0,0,0,0,0,0,0,0,280.209
0x43e8468b956164ce2db578dec025f7c2581ac994,0,246.989,264.124,228.351,182.264,210.032,192.521,186.739,182.28300000000002,142.783,190.48,162.52
0x43f3bb9792ba271ca56f45c169869c3d254dab7d,0,0,0,0,0,303.184,363.485,371.644,305.499,373.12,494.33799999999997,368.051
0x43f77a2190ff1b58d0bae52da1e8a626340ba6d0,0,0,0,0,0,0,0,0,0,0,245.382,198.659
0x440a3d2abfd4150615dba9f9e3e0a571b2a43948,0,0,0,0,0,0,0,0,0,0,261.29200000000003,213.826
0x447ee13e2a8398e2ae33faa588f993f4def1c7fd,0,0,0,0,0,284.253,290.788,264.026,251.113,232.685,253.25900000000001,227.744
0x44811845ab0d7f91905abb257ffaf2a3c327d975,311.958,294.652,321.487,310.252,249.851,245.827,270.615,327.62,198.321,279.525,332.70300000000003,282.708
0x448d3b68af65e90ff694005fac64ef1114ed1bdc,0,0,0,0,0,0,191.668,169.268,182.804,162.538,226.01,190.67
0x44988774e3fc74bd1db3aee2c13bd5ca32a56ae9,0,0,0,0,0,232.227,232.051,268.06,251.816,265.988,300.823,300.778
0x449d29d0dad0007d8e5d6959a631729255ec3cdb,0,0,348.738,308.476,279.336,297.562,295.467,305.769,268.52,272.995,350.97,283.972
0x44c4f2d1f8b1d0efa26b5098df8cef98992f4e31,0,370.389,193.64,154.105,113.521,138.573,194.718,134.798,133.506,137.147,247.985,173.19400000000002
0x44d38d0a3f46c22e1f0870a515ad318487a1b584,0,0,0,0,0,464.485,519.193,517.535,510.81,941.8530000000001,1790.954,1226.592
0x4501f15f1e963ef69a3dc0f41d5d9c6b644d6691,0,0,0,0,0,0,78.204,73.032,61.879,71.44200000000001,85.852,71.116
0x45100654eff3d98af9eeed93ac41a52483adaf72,0,0,0,0,0,0,0,0,0,0,152.606,147.431
0x451d9995e5b94881cdefa38c5cdf63df73f66380,0,0,0,0,0,0,0,0,146.946,149.727,149.411,123.605
0x451dcc27b0a938f2ab34bdab537e1a1b6c48a8b8,0,0,0,0,0,0,0,0,0,0,123.5,104.55499999999999
0x452754add83808c080c5432383e8ffe406912ea3,0,0,180.861,154.805,127.175,151.341,142.517,129.718,134.761,140.781,176.529,147.64000000000001
0x452a0fb924b640e247af495286685faeb1ddfaad,178.595,157.755,177.205,173.985,151.859,161.961,149.867,143.484,140.38,159.949,185.45,158.595
0x453a9e5f264548ca548dc5db4b17a3ee2a84803b,0,0,0,0,0,0,0,0,149.958,154.748,117.503,94.919
0x453bfaa8a80e5ea9bd462cb479fd3ed6dab07c81,0,0,0,0,0,0,0,0,0,0,0,107.873
0x454cd2e830f959b2366826eeec44c9b14732d32b,0,0,0,0,0,0,0,164.607,146.808,169.85399999999998,236.973,258.502
0x455050a81756e70e315c767d2181b46fb01a6bf2,0,0,0,0,0,0,0,0,0,594.941,796.365,650.663
0x45675acce79cae0a11569ac98c4ee0d199736b87,0,0,0,156.004,122.691,184.262,195.51,205.606,273.013,213.095,197.404,194.768
0x4588aee4b7e6f53379413b3a0415ef76068cad96,0,0,0,0,0,279.819,288.45300000000003,299.971,270.588,282.913,346.311,302.328
0x459c834d1f6cfb5b734b82aa9f5410fa97fb70da,0,0,0,0,0,0,0,0,0,0,0,434.419
0x45e6714b13cf065580efea335ee3d7eecccc7b98,0,0,0,0,0,0,0,0,91.813,72.566,98.973,87.527
0x45f619233b5c9524a6b2fb2dd330871221d7e429,0,0,0,0,0,0,0,0,0,0,0,149.735
0x45f96cf27f64b6e96f164c5a1463ef141a6bf78c,0,0,0,0,0,0,0,333.078,399.69100000000003,425.965,692.1990000000001,635.401
0x46110f4df359944b8e58818bdffcd7c182047a9a,0,0,0,0,255.126,268.951,281.261,304.961,229.094,271.251,446.952,424.272
0x463a81cf24b2b71abf53a812ecef0a76967908d4,0,0,0,0,0,0,0,170.449,152.558,156.429,177.36,152.185
0x463d557082956a82ac9cc68ef5ccf15a0a7ebda8,0,867.279,652.515,460.858,160.793,262.516,262.163,263.303,216.798,3.4090000000000003,0,0.046000000000000006
0x4647cbc9630f0e2093dd7e8aa992321e18448ebc,0,0,0,0,0,0,0,0,0,304.217,410.537,415.319
0x4654de9a7a936a088a0ef46885cd86b4b8caedf1,0,0,0,0,0,0,0,0,0,172.525,216.31,226.142
0x4660938210279603b19acda9bcb65a59a29ac088,0,0,0,0,0,0,0,0,303.939,317.771,364.653,300.38100000000003
0x467108919ad72bc3730d606f806b55bfb80b3f58,0,0,692.948,667.97,418.005,269.618,255.776,293.343,343.49,415.057,491.179,505.24100000000004
0x468ec5fe2de1929eba7174ae7d64c37a0db91363,0,0,0,0,0,0,0,0,0,0,0,188.535
0x469835a27ff40c0ac0cd7f0411d59574b88a17e3,0,0,0,0,0,0,0,0,0,123.92,177.443,166.544
0x46b7455cbf8bd9e1c8a38d2e18dc2a1890eb4570,0,0,0,0,385.66,426.49,430.613,478.517,456.898,473.306,625.497,534.767
0x46dae2eead7af80bd0f4ee735ce99962c0b0152a,423.381,356.992,333.464,297.06,227.339,258.472,187.304,236.935,202.769,287.67,308.414,254.43800000000002
0x46e32d2640f77904c6cb31229e62e78cf62f121f,45.679,52.356,85.952,80.243,67.232,86.669,92.371,98.962,85.494,58.668,45.214999999999996,65.154
0x46fbd8c4968dd5c0b7444a86ad4067efb70126bf,0,0,0,0,0,0,327.101,347.687,345.9,306.711,206.844,381.2
0x46fef2f7c24e601ec1dc627905ca18503c77e0dd,0,0,0,0,0,287.133,141.894,82.729,97.723,169.781,112.274,62.698
0x470eb24be56bc83ca254195a427bb2e7427834ef,0,0,0,0,0,0,0,0,0,0,0,280.104
0x47218b46abb2fcaade487a211911406dc6e13730,820.975,608.449,575.01,503.305,266.721,177.60500000000002,177.572,176.082,208.366,288.955,678.4879999999999,631.95
0x4737677d658df769867f80c28328afc8a4ae11b6,0,0,0,0,0,0,0,0,0,0,107.22800000000001,96.70400000000001
0x475ed69e4b21cbcf24e2848451b9d09c84b67e25,0,0,0,0,0,0,0,0,425.328,475.697,821.18,808.459
0x4773153705b65d5c944c26e1d55089aedbdc77be,445.955,380.597,452.053,361.433,308.547,344.79200000000003,318.143,332.63,300.50600000000003,345.695,407.254,361.045
0x477933cf094069098fa890031248a8870466a549,0,0,0,0,0,143.026,117.174,112.111,87.589,105.176,119.352,104.583
0x4785730244410b9eee1612b3829c24c5a6e6913e,0,0,0,0,262.855,332.821,325.13100000000003,291.598,281.412,301.486,573.0840000000001,450.158
0x47aa727b596b1e629252f89df6ae9a38033fc289,0,0,0,0,0,0,0,0,302.691,284.592,346.103,284.64300000000003
0x47d5f4eb48a17035ba5911aa11f3f71579170721,0,0,0,0,0,0,286.241,300.51800000000003,257.425,266.519,318.988,264.105
0x47d6e22b2aeffb9b13c3e4d67b895257c7ae413f,0,274.878,287.713,246.828,221.511,202.171,200.43900000000002,233.699,175.437,178.765,293.981,210.475
0x47f08710d49b02b45577ea535843c0cc19f62f46,0,0,0,0,0,0,0,0,81.757,70.055,154.161,120.856
0x4806b37e663a31df67b789d61ccaeb095d7ca437,0,99.85000000000001,101.491,75.76,58.105,66.348,63.892,68.672,51.043,94.462,142.28,118.468
0x481d431bfde4ed5402c67b5f635e93572a5437fd,0,0,122.444,103.354,75.82300000000001,85.932,94.551,87.814,89.313,98.218,117.798,122.856
0x483b8b9ad6b5ecbae5d4db383d20832af50ed108,0,0,0,0,0,0,0,0,0,0,150.899,134.132
0x483bbb71ba0803a82b28fe28c0ee8b77ad5c947f,0,0,0,0,0,0,0,0,0,156.277,173.017,162.373
0x483ea3cee654b26ad7e36a840c2780309d42fef3,0,0,0,0,0,0,0,0,163.859,138.973,442.961,467.069
0x484b1daeb167fce19c49ceac7fbf54f5ecdcfd78,0,0,0,0,0,0,0,0,249.641,246.512,233.337,266.655
0x484d2f210525ebe575a0b067d9c2b3f34045c804,0,429.887,447.829,417.81,336.819,385.218,364.946,419.166,357.62,338.532,443.808,369.634
0x48560e29b9e9bd15cbb9af786a09b4c95064aeb7,302.583,287.865,290.218,285.388,281.081,307.78700000000003,305.571,310.32,255.815,316.08,394.51,306.315
0x48847dbc3bed5126d9500113fa7ddc9731d6333a,0,0,0,0,0,0,0,0,317.869,262.081,362.29,316.151
0x4887fa78ba38ed8ff6c272f51ca5b9a49f36047c,51.929,50.688,46.198,62.907000000000004,59.848,93.489,77.919,68.853,53.396,40.106,49.799,39.584
0x48a611229a858553e115d709f4a22032bff0cd68,0,0,0,0,0,0,0,0,0,140.191,134.796,100.74900000000001
0x48afe3967dcd18e72a25291a31d82084d9ad2d66,0,0,91.902,66.243,81.501,111.47800000000001,90.846,89.247,76.14,61.509,121.87,105.821
0x48b0b420502bbe43d7de513777ab983e25aa196a,0,0,0,0,393.173,290.725,169.388,32.74,50.38,178.067,232.324,147.285
0x48be6e04ee3331127b2edd4380e93fd3229fe420,0,0,0,0,98.099,114.868,135.236,139.84,167.998,190.347,251.377,214.405
0x48ea777c4ac0a4e85625cdf6720350f9ad7580d7,0,0,0,0,0,0,0,0,0,0,0,187.833
0x48ff6d463896a5752fc7231f7ca20e01edc22318,0,0,0,0,152.38,176.077,169.865,179.468,159.198,199.966,233.829,202.729
0x49212faa6196e113e16361d9af8d265a2f584137,0,153.632,163.8,122.497,92.99,109.71600000000001,108.155,106.684,102.129,91.229,161.792,135.501
0x4972380d4f7dcf07a841cefcc3c18b0d0e47d1df,0,0,0,0,0,0,0,0,0,0,480.185,433.698
0x49915ce7b52b1ee2127967cb35f7a0b3cb782e02,0,0,0,0,0,0,0,0,0,372.885,614.0120000000001,544.299
0x49935902c814783ee91aebc2da08b303fe6a7cd1,172.445,101.458,98.10600000000001,138.142,65.016,75.497,80.8,63.524,113.249,111.09100000000001,120.67,97.172
0x499dec4ce6057dcff10ecafb43da230902c20445,0,0,0,69.381,110.29,121.76,112.926,41.963,24.649,83.377,98.538,60.211
0x49b706988434443f260a14b1fefe050bdefb406e,0,0,0,0,0,0,0,0,338.041,208.362,613.133,589.583
0x49c5a2dc3850f2ab0b482ed897fda293a357cd8f,0,0,0,0,0,0,0,0,0,328.172,348.66700000000003,318.057
0x49cff118146d075edbdd9852cafaa47704888512,0,1117.571,1144.71,949.571,808.473,891.922,946.395,1000.9639999999999,903.589,850.124,1145.156,951
0x49d536737663830eb744f5d97bd14bba67e21fda,0,0,0,0,0,227.762,246.711,229.559,246.922,229.212,224.012,165.287
0x4a10220c12d3cc7cd92cc0989b68186c9e76fb40,384.809,359.60699999999997,346.449,312.786,272.04,300.938,295.015,302.13,265.096,291.712,403.972,318.238
0x4a1e9357242f822ec09ad4a6221719aa30182810,0,0,0,0,0,196.809,222.709,252.047,184.36,236.281,296.461,262.712
0x4a1ed36825360a058cec2bdd409fc2459e1ce54f,0,0,0,0,0,0,0,0,0,0,0,287.095
0x4a4e27ddae891d8e44e540c24dc93ab75bad46b2,0,0,0,0,0,0,0,211.708,227.157,212.536,287.303,233.485
0x4a5a485dda472ce6c056cc801a1170a3666c8cb2,0,0,0,334.32,246.25,317.717,240.724,242.172,123.523,217.446,321.878,304.368
0x4a630d0f49973b8b8b2fcfbf92e12b4bd3e9ec62,0,0,0,0,0,0,0,0,0,137.157,166.718,153.75
0x4a6dbe081f65bc6432d75283a250ccf38d5bc91b,0,0,0,0,0,0,0,0,0,0,0,222.971
0x4a967f9e4ae2198f27bb615acdc0c3d4c231e2ea,0,0,0,0,209.946,229.748,227.385,247.465,226.65,217.732,261.871,159.986
0x4a9fb36fd9774cdf80ed865230b1834dd114a3a3,0,0,226.276,240.856,160.779,169.8,190.578,152.689,132.834,238.353,268.479,288.899
0x4ac095d548e991252362c7fb7d211b69b2af4e3b,0,0,0,0,0,0,0,0,0,416.99,561.061,559.4110000000001
0x4b17762d0f51ea8bc794dd2ecf075441b1417388,0,0,0,0,0,0,0,0,139.371,124.458,180.556,170.803
0x4b75bf533b87e86e35db09b35af5d0fb4d040d6f,0,0,0,0,0,0,0,0,0,0,349.916,276.683
0x4b7cc27b8a5871728062e7a008b908e244427d27,0,0,0,0,0,0,0,0,0,0,0,534.96
0x4ba7152ca944e97070e047903459cf76d780d019,0,0,0,131.98,87.393,127.385,106.524,68.759,106.589,107.673,126.971,82.70100000000001
0x4bb1904f5fe7799b90b56eab658326e61a21dd35,0,0,0,0,0,0,0,0,0,0,0,151.147
0x4be69c901526310e5e0b0b0b33d1802f01b9f434,0,0,0,0,0,0,0,0,0,0,0,446.664
0x4bed53e857cf7f26f53cb13c269f4d7b35a8bbc7,0,0,0,0,0,0,0,0,0,0,0,156.702
0x4c09de80b25c001414c3ffa62372f9101293d36d,0,0,0,0,0,0,0,0,0,0,277.373,237.521
0x4c12b86539ee96f449951784d7455763b5f91bcc,0,0,0,0,0,0,0,0,0,0,0,130.90200000000002
0x4c1d65eca7cf44d3dfc05ee7c0579a23fbb9a7ec,0,0,0,0,0,0,0,0,0,0,144.266,111.517
0x4c263c08c6fd6f8b723c9ddf25c1437421cae0e6,0,0,0,0,0,0,199.194,152.614,120.643,118.08500000000001,135.022,127.741
0x4c4d2c4f1f7a8e71e1af07abd82cadb2bfe71bff,0,0,0,192.366,148.21,167.724,172.159,152.993,143.588,156.952,191.086,152.11
0x4c6f96ad9e50b59aca847ff17f594a5c89823718,0,0,0,0,0,0,0,0,0,198.631,297.955,362.428
0x4c850b283c75ae2e18825aea2b8186cd67c8e4c2,0,0,0,0,0,0,0,0,0,0,481.548,355.231
0x4c9e80d221d31cf52c438b40e751d0e0d29385b7,0,0,0,0,98.99,138.346,138.333,174.976,160.752,146.411,221.707,215.43
0x4cbb82090e7e6939ac63bc6f1139f5c111b9c061,0,0,0,0,0,0,0,0,366.814,350.594,423.032,355.636
0x4ce4b1834017d85ae4fa5623d9cdf8f083c4e2dc,0,0,0,0,0,0,0,0,260.502,230.285,271.479,280.034
0x4cfb2caec4339a3377d2915f1866d7a1bc9afa0d,0,0,0,0,0,0,0,0,0,0,223.335,408.946
0x4d2037d8439a92fdb4db5309000bed90c4efe117,0,0,0,0,0,0,0,0,0,0,0,240.989
0x4d2d19dd444313b0f17fe087ee5cbb80fd53d682,0,0,0,0,0,0,240.621,35.589,33.472,17.387,19.782,29.79
0x4d47efa971755cb90ec0c208f33c46d46acaff26,0,0,0,119.60300000000001,95.485,117.59100000000001,118.982,114.865,111.982,100.627,109.367,108.49600000000001
0x4d4ca074a05a7e87159e5743895f381df0bcac9d,0,220.983,242.785,227.554,150.446,200.568,165.793,141.457,171.876,184.85399999999998,330.346,203.372
0x4d4cc7a4466fd52d6868d6666df1ce193542600c,0,0,0,0,0,0,0,0,0,0,215.278,187.698
0x4d5fd11dd369b1ad08879aa29e3911708cc569e6,0,0,0,0,0,129.07,137.629,117.511,48.962,98.406,128.231,128.198
0x4d6744abbf51c7b2cf9f818acd4520cff3278ded,0,0,0,772.9929999999999,596.374,781.629,548.569,629.486,615.043,631.626,713.541,579.627
0x4d795409985a0fc6194b0d5264a674af17783a5a,287.134,182.369,182.556,141.845,97.203,105.395,136.12800000000001,110.758,87.5,103.253,213.808,172.98
0x4d7cc3d826f8b9f37591c3dad9fdf13ea72fbc7a,808.716,566.4060000000001,642.5360000000001,497.948,422.252,493.623,428.345,418.347,461.976,460.518,559.739,452.164
0x4da59b5e7af2fd075ad331c00dac88da4c923d9f,0,0,0,341.544,274.689,154.383,319.553,316.403,245.073,263.368,362.514,336.554
0x4daf3c4782db3ded480545c292b9aa0b49f192f4,0,0,0,735.831,486.505,538.767,517.681,579.219,519.884,555.19,780.619,619.931
0x4dd7140b3e4911a17ab45b6c4d83cda08caa1712,0,0,0,0,342.27500000000003,503.54200000000003,508.205,499.195,358.246,17.155,10.22,10.623
0x4dfdd3606a77744b01f8d29cbe0e213c9b4051b3,0,0,0,0,0,0,0,0,0,0,101.908,96.154
0x4e0aa757412a048de9eace4222241c6b384588bb,0,0,0,0,0,0,0,0,0,0,391.948,380.578
0x4e0ecd3dccbb7a32a765bccaabbeb16a9fa7628f,0,0,0,0,0,0,0,227.591,192.635,194.648,228.483,182.541
0x4e3c3ce77b80c7560991376093b4c3fc9dc15b07,0,0,0,0,299.548,331.61899999999997,356.232,369.56,284.824,272.665,291.674,253.5
0x4e41f876e4d5a4587059f3d4932836fc8ce8be65,0,0,0,0,0,0,0,0,0,0,202.90200000000002,191.637
0x4e48709a94126daae868d240bd94db84ba409c8d,0,0,0,0,0,0,0,237.662,189.564,169.494,288.371,281.955
0x4e7679b2bbb212acd9cf1a02833d3119e7e5f8e7,0,0,246.057,221.949,202.186,233.303,212.42600000000002,207.124,183.56,210.786,241.828,197.461
0x4e88d73f4cc8ec8066b3b15cf1d057750b666d57,0,0,0,0,175.483,203.788,203.062,185.862,191.666,190.566,238.957,202.305
0x4e8f8b0d6dc39acbc1504310889d5d1cf549dd5d,0,0,0,0,0,0,0,115.518,124.733,139.846,194.029,151.681
0x4e9a8bc0a9a4bac88a6ae61914653e068de00409,0,332.33,311.921,323.006,294.882,332.939,338.411,341.36,317.289,328.949,360.718,341.389
0x4eb5a3f571aa3d4b5695a79ed2d66f2d854b9daa,0,0,0,0,420.277,260.436,173.475,181.16400000000002,209.534,196.546,488.456,509.103
0x4eb71328a1b44f1b5f9f364d1da4305c328907d1,0,0,0,0,0,0,0,0,388.978,399.754,425.81600000000003,399.584
0x4ed0a21c033a7837da76cf97090d7ba1864b48ef,0,0,0,0,0,0,0,0,0,0,0,18.404
0x4ed513e4914230ed7618a5cb48f146918d71475b,0,0,0,0,0,0,0,0,321.896,350.387,587.556,626.977
0x4edb94854c61e2d2eccdcc5912d9eed357f7c03b,0,0,0,0,150.443,172.66,174.514,161.995,148.415,137.387,342.935,422.832
0x4eed53717bcf815992000d45a415b40edbdbc30c,0,0,0,0,0,0,0,0,0,0,0,347.637
0x4ef6397e312881fec5f1fad3e8b9a4e725ae5a83,0,0,0,0,0,0,447.844,449.774,430.745,418.777,499.986,483.74
0x4efcb0ff8457cbeb0ee8da876138fe519872e496,0,0,281.927,313.754,234.698,282.037,200.64600000000002,214.134,167.142,184.909,247.505,219.34
0x4f1e5f805e641d48d740c76d683e888d9955e9ee,0,0,0,0,0,0,0,0,0,0,0,213.165
0x4f21b73dda7eae1c97e4b8015012a677e574e13e,0,0,0,0,277.201,294.082,322.003,348.515,416.058,435.015,598.287,564.339
0x4f33c31f9d872870123d24fd1e4ae67bc230e561,0,0,0,0,0,0,0,0,0,0,325.083,322.639
0x4f53b198c71db29c9cd547b3dd68dea27cde7ac5,0,0,0,0,154.264,153.55100000000002,164.648,156.65,138.614,143.593,196.724,257.85200000000003
0x4f53e1469c858ed12aa077748e06ab87903ff4de,0,0,0,0,0,0,0,0,0,0,0,367.396
0x4f579c1da3121c7549fc9276c6396e03e294a1f2,0,0,0,0,287.253,341.116,297.415,267.887,245.913,305.004,253.955,183.757
0x4f5b47473b8932831da0716c3b19a01c11ad2257,0,0,0,0,0,0,215.059,229.433,188.473,194.781,281.29,189.652
0x4f6e34103cdaf739c01438eeddd419bcd506bd64,338.565,305.378,339.577,320.76300000000003,220.052,268.79200000000003,258.444,169.739,116.119,122.53,169.791,171.467
0x4f81aa117509bb91bd33eff21747488779a3ed69,0,0,0,0,0,0,0,0,0,0,0,169.818
0x4f9d043a45694a9ca508fa6792c52515ebebef67,0,237.208,214.921,229.581,177.065,218.06900000000002,219.002,245.486,180.901,195.268,239.239,181.691
0x4f9f4db2f582e33ab9ab06f671c0ecce5cda9a4c,0,0,0,0,0,0,145.149,159.315,142.80100000000002,147.899,185.109,142.622
0x4fa56aef83cba2a5232e5639a3e5e7deed4700aa,0,0,0,317.89,240.934,291.896,261.397,281.732,223.43099999999998,195.235,277.464,488.32
0x4fb5316a9c9c181e4444517c4323a8ceb63f0940,0,0,0,0,0,139.852,142.987,159.6,125.387,122.331,204.455,171.86700000000002
0x4fba4beb5a88f2d986167738864b45fbb641042e,112.21600000000001,105.098,110.128,93.463,80.917,103.16,97.37,90.186,72.929,79.8,103.995,79.566
0x4ff0fdcf99b1898217d31b3bea454158b6f0a601,0,199.471,230.00900000000001,239.677,196.691,213.244,188.138,205.465,184.99,185.736,225.457,147.927
0x4ffc3a9008ecd75b62fd1a922276dbbc5933fbca,0,354.318,462.053,444.922,241.319,222.687,222.149,216.489,213.02,195.999,245.484,268.497
0x50060497c4d7341db3a495a2650d151999a4945d,0,0,0,0,0,0,0,0,0,0,241.281,232.64000000000001
0x500cfed4591d19c401d5453367294bca91c0b3cb,0,216.281,141.375,176.261,145.207,171.517,89.83500000000001,69.113,135.4,104.756,167.07500000000002,258.958
0x500e33a508a5c20351a335a2c3798dea07194ac6,0,0,0,0,0,0,0,0,98.244,103.065,139.541,77.36
0x502596e190cb72e849f01cdaa13b9200a0a77f6c,0,0,0,0,0,0,218.71,247.108,287.96299999999997,226.75,464.788,402.552
0x5034c64797dedb7e5ab13125b97f1bd3c7a14af5,0,171.848,96.25,118.383,89.45400000000001,40.912,93.239,80.577,103.885,127.909,179.782,166.19
0x5042b9ede0b29f056d3b3e6bae4808b53af0bc56,0,0,0,0,0,0,0,0,0,290.993,361.882,244.459
0x50626a5d00faaca917d563ad75646ce6860700b4,0,0,0,0,0,0,0,335.548,324.931,324.168,432.616,374.884
0x50ac75fa7469ce24fbb561414ea8db8109dc8482,383.351,372.604,374.038,313.44,218.181,235.996,271.57,285.986,264.317,253.339,356.062,311.24
0x50f1d9b3e27f4e3768643c1b7cb5c42ab13f5d89,0,0,0,0,0,103.099,106.521,102.918,93.3,87.82300000000001,103.584,93.414
0x510949485ba3e9405c9b5b1d60dafb20a6880e0b,0,0,0,0,0,0,0,0,0,377.55,493.039,417.558
0x51102ee1b07841310c4b4feb80485e73372a798b,0,0,0,22.782,0,0.003,0,0.006,0.017,0.026000000000000002,321.305,317.891
0x51765697c0352a067153dd994dec28a2910d9ceb,0,0,0,0,0,0,0,0,0,70.516,89.665,78.261
0x51837da17c9a33a34db60c3c7d5b851c5f34c183,0,0,0,0,0,0,194.035,213.319,213.118,230.219,264.157,296.605
0x5184cb23f3b66ca4804e219dda496c6f936fbadc,0,0,520.139,469.474,441.90999999999997,491.971,525.495,491.064,440.731,441.987,561.136,393
0x51879e065229965b785cdcc9b5cd7b50b6fdfeec,0,0,0,0,0,285.324,281.074,238.285,244.639,230.108,292.17900000000003,241.982
0x51af4515e1f247db7af68cdf056d729596a4ed6f,0,0,0,0,182.339,197.743,174.50300000000001,220.875,193.684,196.286,264.628,173.104
0x51b29099924742cc70d028a6cdad6712330f6724,0,0,300.416,253.596,206.49,194.568,203.002,232.076,214.582,203.902,294.455,268.286
0x51db470518dd7a495b2c84c148a5e91cae28cd21,0,0,0,119.026,108.503,140.52100000000002,124.561,182.834,116.126,122.417,116.226,96.031
0x51e99632bfad9b06fcbccc2f97c81537423d5de8,0,0,0,0,271.522,320.341,310.74399999999997,323.971,284.541,276.777,333.362,250.55
0x51ec441e960a57fb662528c821079c4a6953798f,0,0,0,251.871,148.2995,128.6305,63.17,78.3965,87.5905,166.2135,7.4205,563.893
0x51ef7fae58521a051eedd62bc815e15cd74f71b4,0,0,0,0,0,0,0,153.78300000000002,139.421,137.532,163.893,178.264
0x51fca622da57e4f01e8e742aba3318ae21365dcf,0,0,0,0,0,0,0,0,224.54,202.089,273.214,245.541
